""	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000213885.4	-1.37338731339377	-3.34390514209903	-3.88405071787595	0.000336384157660222	0.999993131445251	-4.201475698418
ENSG00000252015.1	-0.918930186003102	-2.84529615518913	-3.63091324828516	0.000724128007642146	0.999993131445251	-4.20017130835809
ENSG00000203734.13	-0.561274060724585	0.51887798168525	-3.62522660392131	0.000736522978090331	0.999993131445251	-3.35642022142904
ENSG00000201778.1	1.13060489278154	-2.39420223220286	3.56807137943892	0.000872949315561466	0.999993131445251	-4.16211588724071
ENSG00000228775.8	0.789422451274663	-1.31691191026556	3.54434634138134	0.000936423053183383	0.999993131445251	-3.97443242952262
ENSG00000207654.4	-1.1841806394441	-3.04916257324471	-3.52052706089526	0.00100458071489028	0.999993131445251	-4.23906701137815
ENSG00000233922.4	-1.08161067991261	-3.4913427418925	-3.48926245038035	0.00110127139107814	0.999993131445251	-4.27769354823369
ENSG00000188613.7	-0.709900333742057	-0.219597027758399	-3.34850844617076	0.00165778304553153	0.999993131445251	-3.76212466535829
ENSG00000283676.1	-1.07887287974988	-3.12332226706512	-3.34649207084966	0.00166742948654343	0.999993131445251	-4.2756118656015
ENSG00000268683.1	-1.14676231815825	-3.25970520214795	-3.32733098943015	0.00176179896322836	0.999993131445251	-4.28863152696348
ENSG00000197798.9	-0.313825028124741	1.65990066091069	-3.31486699352129	0.00182588577670722	0.999993131445251	-3.1686768284658
ENSG00000134940.14	0.917270730863657	-2.78970385441442	3.28690969081139	0.00197777998594454	0.999993131445251	-4.25977628217589
ENSG00000273407.1	-1.05070597773583	-3.341564614984	-3.27914255112242	0.00202206212489152	0.999993131445251	-4.30211442417312
ENSG00000220600.2	-1.10440010616872	-3.31912684493375	-3.24961701650329	0.00219912331716084	0.999993131445251	-4.30551612222552
ENSG00000274341.1	-0.899922124534971	-2.79966607023229	-3.24610947626168	0.00222110806829207	0.999993131445251	-4.26823927862242
ENSG00000184986.12	0.454032929209964	-0.202514947173873	3.22802566518315	0.00233779657246361	0.999993131445251	-3.81266326209678
ENSG00000251595.7	-0.76123248428874	-1.16353121927342	-3.20155284924848	0.00251912391603604	0.999993131445251	-4.05021680288246
ENSG00000249577.1	-1.17630583408019	-1.74527084927435	-3.18722205104734	0.0026227518752849	0.999993131445251	-4.15697802384046
ENSG00000271146.1	0.997291374220436	-3.06925732229071	3.11109139260952	0.00324419727972829	0.999993131445251	-4.31249330912746
ENSG00000229458.2	-0.553415344599188	-0.596313983390787	-3.09377295397862	0.00340375713620185	0.999993131445251	-3.96851939248005
ENSG00000226284.1	-1.00324481250728	-2.60006905091126	-3.09136765354988	0.00342649323701189	0.999993131445251	-4.28094087488855
ENSG00000133433.11	1.10962253103081	-1.25416865830585	3.09004101440121	0.0034390943522206	0.999993131445251	-4.10223831234563
ENSG00000267278.6	0.368968643530317	-0.0465380617703835	3.07622514778437	0.003572941269629	0.999993131445251	-3.84166042895913
ENSG00000214870.11	0.611873428820037	1.36952570172274	3.07598579408018	0.00357530270178567	0.999993131445251	-3.44072647238623
ENSG00000236431.1	1.09672454373045	-2.63530059062391	3.07575153411918	0.00357761530049244	0.999993131445251	-4.28690441595784
ENSG00000253205.6	-0.947067661033989	-3.25311921272797	-3.07027022975873	0.00363212945466778	0.999993131445251	-4.33094423097041
ENSG00000111796.4	0.925048227355081	-2.1885841515282	3.06812341943307	0.00365369251336369	0.999993131445251	-4.24502345222207
ENSG00000256338.2	-1.0250692746022	-2.67600835291696	-3.06620088169731	0.00367310498521197	0.999993131445251	-4.29203878851122
ENSG00000229140.12	-1.06033524218288	-2.18034420566556	-3.05720212320665	0.00376526371434734	0.999993131445251	-4.24648108183865
ENSG00000198104.4	1.03441539659505	-3.27916779257966	3.05171218256368	0.00382254985317439	0.999993131445251	-4.3355121743847
ENSG00000162998.5	-0.819385942901527	-0.705267445969216	-3.04542852304172	0.00388912248995077	0.999993131445251	-4.01075426349151
ENSG00000179055.8	-0.919129564404376	-3.49130870861016	-3.03103294937237	0.00404576256664931	0.999993131445251	-4.35035124609921
ENSG00000027644.5	-1.05928188377039	-3.23855753877793	-3.02780602392658	0.00408167812446944	0.999993131445251	-4.33706530400937
ENSG00000254559.1	0.283883398772206	1.36689585945	3.00567622924963	0.00433615636847657	0.999993131445251	-3.49380397802563
ENSG00000237025.1	-0.87564995163608	-2.20039294450981	-2.99770499914626	0.00443140794465663	0.999993131445251	-4.26165896161968
ENSG00000197813.6	0.631529513149212	-1.31171393544676	2.98689467742244	0.00456371876865391	0.999993131445251	-4.14317691500464
ENSG00000227290.2	-1.12116436135571	-2.31205609794123	-2.98438381892119	0.00459497476749506	0.999993131445251	-4.27602526404097
ENSG00000260971.4	-1.05275276279141	-2.244885041152	-2.97478681530726	0.0047162973796694	0.999993131445251	-4.27126885085412
ENSG00000239149.1	-0.930051965778706	-3.20461441639676	-2.97066765340227	0.0047692844466153	0.999993131445251	-4.34450014195743
ENSG00000275236.1	0.740214092954024	-2.50551482568395	2.95358945530848	0.00499496651507185	0.999993131445251	-4.29986109650051
ENSG00000134184.13	-2.46142375859714	-1.06513823207368	-2.95085571101559	0.00503200559476099	0.999993131445251	-4.11271850876767
ENSG00000287626.1	1.01072260381554	-2.68691544224059	2.94914504324737	0.00505531355275332	0.999993131445251	-4.31485977805392
ENSG00000269138.1	-0.986737909367949	-1.01300845152401	-2.94009855741254	0.00518025870379949	0.999993131445251	-4.10710405405419
ENSG00000154920.15	-0.446901620188245	-0.219175217137121	-2.93604690991431	0.00523714787027257	0.999993131445251	-3.94842988604497
ENSG00000286861.1	-0.422711345320368	0.518728850192894	-2.93275060936479	0.00528386101152979	0.999993131445251	-3.76768419415803
ENSG00000069206.15	-0.941925440494293	-0.983585407496588	-2.92397561232503	0.00541011772956761	0.999993131445251	-4.10725598222266
ENSG00000233420.2	-1.08141233982212	-2.44948505554744	-2.92161296240696	0.00544459002084501	0.999993131445251	-4.30146895038503
ENSG00000108576.10	-0.692534157164281	-1.8116319028529	-2.9147725093482	0.00554555486757359	0.999993131445251	-4.23495155095635
ENSG00000289188.1	-0.890489473480152	-1.23012725559453	-2.89993653219931	0.00577056337604398	0.999993131445251	-4.15609299280021
ENSG00000280453.1	-1.22849151911997	-3.22600186722261	-2.89980828119351	0.00577254506582763	0.999993131445251	-4.35724757043887
ENSG00000185915.5	-0.526691121196325	0.17182748809078	-2.89579947994456	0.00583480833660959	0.999993131445251	-3.8750515653835
ENSG00000228000.1	0.89878061281709	-3.09913212375559	2.89505533121142	0.0058464348289419	0.999993131445251	-4.35100150053528
ENSG00000260246.1	-2.20854459841533	-1.55050015963916	-2.89196704707996	0.00589491686669184	0.999993131445251	-4.20605408266674
ENSG00000182993.5	-0.705929020468334	-0.473637771066647	-2.88557649407688	0.00599643186559342	0.999993131445251	-4.0245339910843
ENSG00000173401.10	-0.491859583385737	-0.202473363176408	-2.88308129850496	0.00603650856457851	0.999993131445251	-3.96801994825204
ENSG00000068976.14	-0.576846448176196	1.94175365942819	-2.87364304861293	0.00619036806252495	0.999993131445251	-3.46444704792894
ENSG00000269935.1	-0.595532818719243	-0.372934289546954	-2.8735679275356	0.00619160717523069	0.999993131445251	-4.00865621101281
ENSG00000111341.10	-1.14270606045102	-1.00754729525311	-2.85165971143246	0.00656299247994819	0.999993131445251	-4.13514482080842
ENSG00000100359.21	-1.03753395408696	-2.6090157700948	-2.84455817484629	0.00668775328306326	0.999993131445251	-4.32873039086059
ENSG00000290854.1	0.455411459336298	0.658102515264863	2.8422498248159	0.00672877894344613	0.999993131445251	-3.78505075473083
ENSG00000279951.1	-0.889745848008608	-2.35509105852227	-2.837590157895	0.00681230717524689	0.999993131445251	-4.31011365535177
ENSG00000203437.3	-0.704152356648066	-2.33716787687668	-2.83129841841903	0.00692662017609647	0.999993131445251	-4.30982508367623
ENSG00000286440.1	0.906574460136428	-3.46523966893792	2.82205864988437	0.00709772651946705	0.999993131445251	-4.38125876944718
ENSG00000116690.13	-0.423113731105933	0.263826922791187	-2.8111313465004	0.00730514301757061	0.999993131445251	-3.89635838532832
ENSG00000248174.8	1.13654102607375	-2.47300882656733	2.78383494954896	0.00784807333164267	0.999993131445251	-4.3303141660822
ENSG00000258048.1	-0.769425987833193	-2.45388716576263	-2.77899436078595	0.00794816933821604	0.999993131445251	-4.32979777966834
